,tdata.id,tdata.member_id,tdata.funded_amnt_inv,tdata.int_rate,tdata.fico_range_high,tdata.fico_range_low,tdata.total_pymnt,tdata.total_rec_late_fee,pred,tdata.grade,tdata.emp_name,tdata.title,tdata.addr_city,tdata.pub_rec_bankruptcies,tdata.next_pymnt_d,tdata.Churn,m1.yhat (Probability of defaulting)
27005,522739,676176,15987.98224,0.2053,669,665,16190.07,0,428.64,G,Traverse City Area Public School,Adoption Loan,Traverse City,0,9/10/2013,1,0.118069623
21651,967216,1188130,4500,0.0662,799,795,3027.64,0,138.17,A,Yavapai College,Car Loan,Prescott Valley,0,9/11/2013,0,0.118022623
6507,518413,670104,7000,0.1062,719,715,5709.88,0,150.88,B,Long Beach City College,Debt Consolidation,Pico Rivera,0,9/29/2013,0,0.118015569
21524,927787,1148538,9975,0.1269,709,705,7017.36,0,335.45,B,US Postal Service,Freedom,LONGVIEW,0,9/17/2013,0,0.117935199
11405,632725,810554,12000,0.0888,784,780,7652.66,0,248.41,B,mannington,debt consolidation,ALLOWAY,0,9/12/2013,0,0.117931271
10219,605751,777101,4975,0.0579,799,795,3152.82,0,95.7,A,Washington County School District,Medical Loan,St George,0,9/13/2013,0,0.117919576
9978,601438,771764,1900,0.0579,774,770,1917.96,0,1.04,A,Vanguard Capital,Debt Consolidation,San Diego,0,null,0,0.117917929
13918,697215,888468,15950,0.1306,729,725,10503.51,0,364.55,C,Lime Rock Partners LP,Credit card debt consolidation 2010,Wappingers Falls,0,9/23/2013,0,0.117832698
25480,1066424,1291243,5500,0.079,709,705,3437.6,0,172.1,A,SCI Mahanoy,Car Loan,Swoyersville,0,9/26/2013,0,0.117829514
14058,702920,894804,6000,0.1,704,700,5400.36,0,193.61,B,AARP,Debt consolidation,Washington,0,9/29/2013,0,0.117828904
7971,552432,711838,2000,0.0751,724,720,2133.82,0,149.61,A,Wal Mart Transportation,Jared and Tonya union,Buckeye,0,null,0,0.11782132
25574,1069073,1303718,15000,0.1465,689,685,10339.6,0,517.42,C,USAF Civil Service,Credit Refinance,MARY ESTHER,0,9/28/2013,0,0.117808945
10637,614966,788573,2100,0.0691,759,755,2069.76,0,64.76,A,Power Windows and Siding,Motorcycle Loan,Wayne,0,9/30/2013,0,0.117797524
24714,1049675,1280901,5500,0.079,724,720,3439,0,172.1,A,dr reynaldo godines,Home Improvement Loan,LAREDO,0,9/15/2013,0,0.117771013
22484,990357,1214329,9000,0.1269,679,675,6625.74,0,301.91,B,Performance Review Institute,Credit Cards,Mars,1,9/28/2013,0,0.117762336
23268,1012212,1239321,10000,0.1269,699,695,7030.8,0,335.45,B,Dallas Police,Back to 0,Mckinney,0,9/21/2013,0,0.117754736
23035,1006291,1232694,9750,0.1171,694,690,6935.67,0,330.76,B,Cliffs Natural Resources,Debt Consolidation Loan,Avon Lake,0,9/13/2013,0,0.117684327
11079,624926,800905,8000,0.1446,699,695,8806.4,0,275.22,D,Primarily Kids Preschool,Joy's Last Chance,East Butler,0,9/15/2013,0,0.117640664
22632,995297,1220068,5175,0.0603,764,760,3306.24,0,157.51,A,"ACH Foam Technologies, LLC",Debt Consolidation,Talmo,0,10/2/2013,0,0.117636461
10066,602943,773616,8770.633962,0.0962,724,720,6417.51,0,194.82,B,Jay's Fine Cuisine and Special Events,A New Beginning Loan,HUNTINGTON BEACH,0,9/8/2013,0,0.117633237
1024,363433,373406,4567.5232,0.1379,669,665,6132.48,0,177.42,C,New York Life,Pay off IRS Taxes,Dallas,0,null,0,0.117601978
7733,546848,550039,3500,0.0751,774,770,2591.85,0,70.15,A,Southwest Virginia Regional Jail Authori,Vinny Trish Major Puchase,Bristol,0,9/27/2013,0,0.117597228
25287,1062248,1294105,9750,0.0751,739,735,5150.83,0,303.34,A,Grand Wailea,Consolidation,KIHEI,0,9/24/2013,1,0.117580188
15811,748385,947425,3000,0.0542,799,795,2434.05,0,90.48,A,MR.SHIPP'S PIZZA INC.,YZ 450,lynchburg,0,9/19/2013,0,0.117579494
22666,996119,1220935,10000,0.1269,699,695,7035.21,0,335.45,B,CDI Corporation,Vacation Loan,Moreno Valley,0,10/1/2013,0,0.117570647
15508,739828,937443,3000,0.0542,764,760,2434.32,0,90.48,A,Kansas City Fire Department,motorcycle,Kansas City,0,9/9/2013,0,0.117568231
21706,968633,1189618,3742.335592,0.079,719,715,2746.7,0,125.17,A,Harvard University,Credit card refinancing loan,Cambridge,0,9/11/2013,0,0.11756177
14783,721616,916250,6000,0.1,699,695,5407.36,0,193.61,B,"Arthur E Flynn, MD",Taxes,Ojai,0,9/21/2013,0,0.117536656
23867,1031026,1260449,15000,0.1465,689,685,10346.2,0,517.42,C,Premier Beverage,consolidate,TAMPA,0,10/1/2013,0,0.11753342
17169,785206,988481,6675,0.1099,694,690,5684.64,0,219.32,B,WorldMark by Wyndham,ADS 3 yr plan ,Klamath Falls,1,9/27/2013,0,0.117522976
3269,446726,546573,2650,0.074,809,805,2298.52,0,82.31,A,RETIRED,Robert & Linda to come home,HERKIMER,0,null,1,0.117499254
27040,536541,693140,12000,0.1645,694,690,11357.34,0,589.4,E,Hewlett Packard,House Loan,San Jose,0,7/8/2011,1,0.117484543
23594,1021865,1250630,4868.509343,0.0603,774,770,3192,0,152.18,A,ZIGZAG Inc.,Debt consolidation,Palmetto,0,9/25/2013,0,0.1174716
10367,608856,781006,4725,0.0691,734,730,3069.66,0,93.37,A,PHS corporation,Car loan,Austin,0,9/17/2013,0,0.11746683
20961,882237,1097411,14700,0.079,799,795,6960.1,0,303.43,A,AngioDynamics,Debt Consolidation,QUEENSBURY,0,9/27/2013,0,0.117460326
15682,745132,943674,3000,0.0542,754,750,2437.56,0,90.48,A,Stringfellow Memorial Hospital,TBDCLoan,Guin,0,9/16/2013,0,0.117433143
2733,433101,515552,3950,0.1183,764,760,4766.92,0,281.44,B,Deltronic Corp,Wedding ,Irvine,0,null,0,0.117413796
18208,810054,998020,20975,0.1523,779,775,12512.25,0,502.73,C,US ARMY,Expansion,Lawton,0,9/22/2013,0,0.117398405
15497,739599,937191,18775,0.1343,734,730,11627.01,0,432.49,C,wal-mart,debt consolidation,redwood valley,0,9/9/2013,0,0.117345778
20760,876604,1091208,13750,0.0849,764,760,6597.09,0,287.17,A,St Francis Medical Center,life saver,compton,0,9/21/2013,0,0.117334121
3804,459545,572894,14914.43639,0.1253,714,710,9034.92,0,502,B,steven schaffel,home improvements,stillwater,0,null,1,0.117240961
2151,408542,458712,3775,0.1095,724,720,4706.73,0,280.66,B,Macy's Inc.,Helping my 17 yo son,Philadelphia,0,null,0,0.117222336
11141,626591,802945,2200,0.0579,754,750,2122.88,0,66.72,A,The Stone Clinic,Get me out of debt with lower interest!,San Francisco,0,9/17/2013,0,0.117201581
24950,1055693,1287258,11700,0.1171,714,710,7726.01,0,386.99,B,WCDO BROADCASTING,debt free in 36!,AFTON,0,9/19/2013,0,0.117194245
20414,868305,1049555,4150,0.0542,769,765,2906.28,0,126.68,A,Lawrence School District,Home Improvement Loan,Long Beach,0,9/13/2013,0,0.117186004
24277,1038914,1268848,6000,0.0603,814,810,3649,0,182.62,A,US Navy,debt_consolidation,Temecula,0,9/7/2013,0,0.117145413
7869,549838,708804,11675,0.1595,684,680,10169.64,0,283.61,D,Genzyme,Consolidation,NASHUA,0,10/3/2013,0,0.117132057
10180,605120,776288,4500,0.1036,684,680,4813.05,0,145.97,B,HNTB,Credit Card Debt for Young Professional,Houston,0,9/9/2013,0,0.117127519
11616,637502,816622,12000,0.0888,799,795,7672.81,0,248.41,B,Commissioner of Higher Education,Rework loan,Helena,0,10/4/2013,0,0.117091081
25199,1060558,1281435,6000,0.0603,774,770,3650.6,0,182.62,A,Bergen Family Center,House Down Payment,East Orange,0,9/21/2013,0,0.117078894
12977,669203,855653,17000,0.1565,714,710,12265.59,0,410.26,D,Fortune 500 IT Company,Cleaning Up,Somerville,0,9/21/2013,0,0.117053645
7564,543020,700637,7475,0.1038,749,745,5918.62,0,160.76,B,Care animal hospital,repairs,westminster,0,9/21/2013,0,0.117029991
3348,448779,550939,7852.404106,0.1565,694,690,8759.55,0,267.81,D,"Titmouse, Inc.",Brother's Legal Expenses.,Los Angeles,0,null,0,0.116981178
12270,651824,833732,18919.29397,0.1111,739,735,10371.53,0,391.86,B,Dow Jones,Small Business Loan,Jersey City,0,null,1,0.116971988
20060,860134,1072924,24950,0.1199,729,725,12768.91,0,555.99,B,Yale University,Mom's Med Expenses,Waterbury,0,10/4/2013,0,0.116924957
14407,712117,905169,8000,0.1602,679,675,8509.48,0,11.49,D,Prudential Rubloff Properties,Wedding Debt Consolidation,Chicago,0,null,0,0.11691719
14279,709250,901850,18982.0426,0.1677,694,690,13805.99,0,494.59,E,U.S. Army,Home improvement & car restoration,Alexandria,0,9/5/2013,0,0.116908565
13618,687163,877114,2500,0.0766,709,705,2253.01,0,77.95,A,CA Department of Justice,Paying off Credit Cards,Berkeley,0,9/13/2013,0,0.116899284
22739,998359,1223509,6000,0.1171,699,695,5490.65,0,250,B,Codeminders,Legal Expenses Loan,Mountain View,0,10/3/2013,0,0.116867403
18407,815518,1023187,18950,0.1099,759,755,10415.75,0,417.36,B,"Ryt Way Industries, LLC",Credit Card and Auto Loan Consolidation,Champaign,0,9/28/2013,0,0.116862992
23636,1022965,1251757,5600,0.079,729,725,3501.2,0,175.23,A,Babcock Ranch,Free at last,Port Charlotte,0,10/4/2013,0,0.116855891
8958,576237,741086,2500,0.0788,729,725,2804.42,0,539.21,A,Jefferson County Board of Education,Grand Cayman and Cozumel,WARRIOR,0,null,0,0.116828623
9135,580717,746487,5475,0.1323,714,710,6492.5,0,185.93,C,Superior Tank,Loan,Rancho Cucamonga,0,9/27/2013,0,0.116822561
1290,373291,393179,3832.536885,0.1347,694,690,6161.4,0,410.59,C,Byn flowback Services,garzaloan,perryton,0,null,0,0.116801531
25021,1057140,1288696,5600,0.079,709,705,3502.6,0,175.23,A,Mineola Animal Hospital,My Plan,NEW HYDE PARK,0,9/19/2013,0,0.116797811
18095,807631,1014231,7500,0.0999,714,710,6031.75,0,241.97,B,ACTION OF ENTERPRISE,CREDIT CARDS,DOTHAN,0,9/20/2013,0,0.116730126
9391,587069,754157,4950,0.0714,769,765,3242.61,0,154.71,A,polk county school board,home improvement/ personal ,lakeland,0,null,1,0.11672922
20476,869713,1083633,3975,0.0749,744,740,2851.77,0,124.41,A,Chris Hawley Construction,Healthy Water Purification System,Redwood City,0,9/14/2013,0,0.116685527
6407,516241,667237,4200,0.1099,709,705,4918.62,0,317.26,B,Independence Insurance Agency,CC debt,Abibgton ,0,null,0,0.116674782
17057,782049,984985,3200,0.0662,734,730,2541.5,0,98.26,A,u.s. postal service,red mullberry,tippecanoe,0,9/23/2013,0,0.1165324
23561,1020480,1249258,10775,0.1065,719,715,7362.39,0,350.98,B,Dave and Busters,Credit Credit Payoff,Santa Clara,0,9/24/2013,0,0.116495785
14815,722518,917360,20000,0.1899,719,715,14480.07,0,518.71,F,GCf Bank,BOA Payoff,Millville,0,9/22/2013,0,0.116476896
6173,511038,660031,3990.533171,0.0988,719,715,4636.93,0,140.43,B,Sentinel Integrity Solutions,Bachelor pad furniture,Albany,0,null,0,0.116447752
2966,438804,529125,4929.116244,0.1287,689,685,6295.49,0,179.38,C,VAN BRUGGEN SIGNS,personal loan,NEW LENOX,0,null,0,0.116408655
24596,1046890,1277952,6075,0.0603,774,770,3697.2,0,184.9,A,"Akamai Technologies, Inc.",Pay off credit card,South Hamilton,0,9/13/2013,0,0.116394218
5380,494191,632602,6500,0.1607,704,700,8261.38,0,251.69,D,peapod by giant,to open a nail salon in baltimore for my wife,wheaton,0,null,0,0.116378528
5363,493816,631925,10000,0.1459,694,690,9649.63,0,344.65,D,Comprehensive Logistics,College plans saved!!,warren,0,null,1,0.116366487
11478,634386,812699,14425.06992,0.0888,724,720,8847.17,0,476.16,B,Bank of America,GAC Credit Card,woodland hills,0,null,1,0.116344343
9846,598668,768395,7500,0.1558,664,660,8640.06,0,262.13,D,Comcast Cable,Loan,Ambler,0,9/29/2013,0,0.116323489
19491,845008,1056139,24575,0.1479,739,735,13946.88,0,581.94,C,FAA,consolidation,MINOTOLA,0,9/22/2013,0,0.116296074
15463,738822,936301,6400,0.1037,709,705,5600.88,0,207.63,B,Colorado State University,Medical Bill Woes-Responsible & Employed,Fort Collins,0,9/8/2013,0,0.116256198
14611,716290,910086,2725,0.0579,764,760,2359,0,84.92,A,Barneys New York,Refinancing my Life,New York,0,9/13/2013,0,0.116254152
18997,832084,1041423,4325,0.0542,784,780,2997.13,0,130.45,A,monterey mushroom. inc,pay off high interest rate credit card,hayward,0,9/9/2013,0,0.116253376
7608,543873,701609,12300,0.1645,684,680,11155.08,0,302.68,E,Thomson Reuters ,KDC_Loan123,bethlehem,0,9/22/2013,0,0.116241005
10119,603853,774800,14392.6659,0.1595,689,685,11993.19,0,364.38,E,UCSF Dept. of Radiology,one place one payment,Daly city,0,9/7/2013,0,0.116201727
4775,482131,613248,4000,0.1025,714,710,4660.16,0,151.08,B,Vantage Apparel,Window Loan,East Windsor,0,null,0,0.116155038
21616,966246,1187115,3750,0.089,709,705,2786.74,0,127.02,A,CITY OF RUNAWAY BAY,VOLVO,KRUM,0,9/9/2013,0,0.116108084
22774,999276,1224643,5000,0.079,729,725,3278.73,0,156.46,A,KY3 Inc.,Major Purchase Loan,Springfield,0,10/4/2013,0,0.116076255
14380,711545,904510,6000,0.1037,704,700,5444.32,0,194.65,B,Jones Food Mart,Debt Consolidation,Montevallo,0,9/7/2013,0,0.116055101
15784,747638,946594,17975,0.1059,799,795,10045.36,0,387.7,B,Hawaii State Judiciary,home renovation upgrades,WAIPAHU,0,9/30/2013,0,0.116005024
13323,678299,866578,7500,0.1343,689,685,7333.15,0,254.27,C,D&D Welding Inc.,Consolidate,Acton,0,10/3/2013,0,0.115984301
23557,1020401,1249173,5000,0.079,729,725,3281.04,0,156.46,A,J & R Schugel,High Interest Debt Consolidation,New Ulm,0,9/24/2013,0,0.115980991
16652,770139,971725,11200,0.1562,674,670,10153.78,0,391.67,D,MACTEC,Credit Card Consolidation,North Brunswick,0,9/11/2013,0,0.115944376
23339,1014908,1242519,5000,0.079,749,745,3282.51,0,156.46,A,ITC/Emerchant Club,Bills,Sylmar,0,9/19/2013,0,0.115920403
18545,819552,1027680,23330.2343,0.1929,684,680,15603.12,0,650.56,E,Oregon Army National Guard,Working Captial,Dallas,0,9/30/2013,0,0.115892561
11960,644453,824662,5000,0.0999,694,690,5043.78,0,161.32,B,Prince Georges  County Board of Edu.,Tuff Luv,Seat Pleasant,1,9/15/2013,0,0.115886592
14316,710158,902879,8000,0.1306,684,680,7538.72,0,269.79,C,"CEC Entertainment, Inc.",lt1,Dallas,0,9/6/2013,0,0.115793945
15576,741664,939592,6500,0.0999,739,735,5652.72,0,209.71,B,Harris Rebar Las Vegas Inc,Loan,Las Vegas,0,9/11/2013,0,0.115725569
11758,641351,820958,4300,0.0999,689,685,4785.16,0,154.86,B,Home Team Pest Defense,4800,Las Vegas,0,9/15/2013,0,0.115700786
6300,513952,664170,3900,0.1136,689,685,4619.46,0,136.89,B,Granbury Excavating,deck loan,FORT WORTH,0,null,0,0.115631754
12329,653141,835284,10000,0.0766,729,725,5299.56,0,311.8,A,Selective Insurance Company,Debt Consolidation,Marlton,0,null,1,0.115616247
19919,856331,1068685,4400,0.0542,769,765,3042.67,0,132.71,A,National Credit Union Administration,Consolidate Student Loans to Lower Rate,Glendale Heights,0,9/30/2013,0,0.115615488
1568,383701,414154,6975,0.1474,674,670,8533.5,0,318.8,D,County of Henrico,My Loan Application,Richmond,0,null,0,0.115602989
26301,352020,351410,821.1180046,0.1355,659,655,6112.63,0,169.99,D,Self-employed,Increase my FICO score,Lehigh Acres,0,8/24/2011,1,0.115518025
1500,381104,409174,1800,0.0737,774,770,2011.21,0,61.1,A,Colorado Mountain College,wheels,Glenwood Springs,0,null,0,0.115507044
4242,470041,593245,4800,0.0705,774,770,3210.04,0,148.32,A,inspired automation inc,car loan,NEWHALL,0,null,1,0.115500256
21412,892946,1109985,5750,0.089,709,705,3607.53,0,190.52,A,Farmers Insurance Company,Credit Card Elimination ,Cooper City,0,9/7/2013,1,0.115478212
27159,570807,734239,6975,0.1484,674,670,8445.15,0,242.11,D,W.L.Gore Associates Inc.,t's payoff,Perryville,0,9/8/2013,1,0.115477856
2097,406068,454427,4000,0.1221,749,745,4506.33,0,7.22,B,ResNet Services,Moving to Ohio for Grad School,Eugene,0,null,0,0.115429867
17086,782706,985722,20950,0.1349,769,765,12527.58,0,483.1,C,Florida Power & Light Company,Swimming Pool,Loxahatchee,0,9/25/2013,0,0.115419628
553,306768,306759,1684.11,0.1103,724,720,5098.49,0,148.28,C,Self Employed,Business Loan,Brea,0,null,0,0.115412026
6654,521572,674479,1800,0.0751,729,725,2015.25,0,62.44,A,St. Martin's Episcopal School ,Funds,Atlanta,0,null,0,0.115406724
19579,847463,1058953,3800,0.0699,744,740,2810.64,0,117.32,A,"C. Steven Horn & Associates, P.C.",Credit Card Pay Off!,Brooklyn,0,9/23/2013,0,0.115399614
13104,672742,859954,6325,0.0729,799,795,3746.4,0,126.11,A,St. Mary's Hospital,Debt Consolidation,Grand Junction,0,9/25/2013,0,0.115239837
7012,529425,684647,1800,0.0751,724,720,2015.62,0,59.21,A,TSYS,Moving,COLUMBUS,0,null,0,0.115233641
16098,756199,956114,15500,0.1059,774,770,9103.59,0,339.24,B,Aurora Diagnostics,Debt consolidation - lower interest rate,Palm Beach Gardens,0,9/27/2013,0,0.115218714
10015,601985,772394,6925,0.0962,704,700,5839.51,0,224.63,B,graziano's,vacation loan,CHICago,0,null,1,0.11515389
4489,476297,603281,10000,0.1843,669,665,10678.58,0,363.7,F,Vitel Communications,Two Front Teeth,Philadelphia,0,null,1,0.115146578
16108,756429,956373,3000,0.0699,739,735,2496.42,0,92.62,A,Hard Rock International,Debt Consolidation loan,Chicago,0,9/27/2013,0,0.115106804
23043,1006397,1232815,5200,0.0751,724,720,3382.26,0,161.78,A,PEO STRI,Bank Of America Consolidation,Orlando,0,9/11/2013,0,0.115081264
16431,765413,966290,3200,0.0749,724,720,2578.42,0,99.53,A,Dynamic Paint Solutions,Car Loan,eastman,0,9/6/2013,0,0.115074713
7979,552486,711898,5775,0.1398,694,690,6592.02,0,140.43,C,Putnam County and SBS,Todd's loan,Ottawa,0,null,0,0.114998403
23810,1029236,1258592,5600,0.089,724,720,3550.2,0,177.82,A,Rush Warehouse,Credit Card Loan,CHICAGO,0,9/20/2013,0,0.114964141
27061,543304,700967,12125,0.1682,684,680,11120.89,0,301.41,E,The Corcoran Group,Consolidation Loan,Brooklyn,0,9/22/2013,1,0.114959189
18377,815082,1022676,3500,0.0749,739,735,2702.25,0,108.86,A,Sherwin Williams,My Advance Loan,HOLLYWOOD,0,9/27/2013,0,0.114942161
8690,569883,733140,8000,0.1186,719,715,6181,0,177.4,B,Willamette Spine Center,Looking to Pay off Credit Cards,Keizer,0,9/13/2013,0,0.11492868
8851,573219,737300,2500,0.0676,769,765,2761.67,0,464.62,A,Town of montague,darby77,Erving,0,null,0,0.114927875
14085,703687,895695,6000,0.1111,674,670,5475.05,0,196.75,B,us army,new roof,YELM,0,9/29/2013,0,0.114895838
25836,166330,166232,225.0015774,0.1059,689,685,4627.33,0,189.02,C,Brookhave National Labortory,Consolidate debt,Speonk,1,10/10/2010,1,0.114890635
15430,738154,935476,3000,0.0729,724,720,2503.17,0,93.03,A,SAMCO,2 scooters,chicago,0,9/7/2013,0,0.114850617
16626,769618,971105,3250,0.0699,739,735,2603.12,0,100.34,A,"Florida Suncare Testing, Inc.",Loan1,Flagler Beach,0,9/16/2013,0,0.114850142
14376,711495,904454,2800,0.0766,729,725,2423.96,0,87.31,A,Mars Incorporated,card consolidation,Hesperia,0,9/7/2013,0,0.114826577
26717,462020,577787,7080.432965,0.1704,689,685,9244.47,0,268.59,E,Gulf States Toyota,Consolidation & Emergency Repairs,The Woodlands,0,1/4/2013,1,0.114816503
15607,742259,940307,20325,0.1969,689,685,14396.13,0,534.99,E,City of Beaverton,Pay off remaining credit card debt,Newberg,1,9/14/2013,0,0.11476969
19742,852089,1064104,3500,0.0599,744,740,2703.97,0,106.47,A,"Health Solutions Services, Inc.",Debt Consolidation Loan,New Orleans,0,9/28/2013,0,0.114755431
6872,525906,680425,3500,0.0751,804,800,2661.52,0,70.15,A,Unviersity of Massachsuetts ,Loan - Dan,Leominster,0,9/18/2013,0,0.114721353
26293,351643,354355,823.3717746,0.138,659,655,6134.39,0,170.4,D,Ductz of Greater Atlanta,personnel loan,newnan,0,8/19/2011,1,0.114680587
11990,645336,825761,11810.23859,0.0888,774,770,7662.58,0,248.41,B,Jewel Foods,debt,Bur Ridge,0,9/17/2013,0,0.114660158
23098,1008227,1234682,4400,0.1171,699,695,4750.02,0,72.49,B,City of Livermore,FInal Debt Consolidation,Livermore,0,null,0,0.114613682
11393,632430,810176,2275,0.0617,734,730,2216.96,0,69.39,A,Harchuck Construction,Motorcycle Loan,Pittsburgh,1,9/26/2013,0,0.11458436
15930,751706,951170,15750,0.1199,729,725,9230.26,0,355.84,B,Houston Northwest Medical Center,D.T.'s creditcard debt payoff,CLEVELAND,0,10/1/2013,0,0.114578359
20567,871956,1086179,4200,0.0749,734,730,2992.76,0,130.63,A,kenneth gold md ,Major Purchase Loan,Fort pierce,0,9/20/2013,0,0.114569199
24161,1036681,1259961,15350,0.1349,694,690,10562,0,529.32,C,BNSF,Credit Card Payoff,SHERIDAN,0,9/5/2013,0,0.114486331
24599,1046950,1278023,12000,0.1171,699,695,7913.2,0,396.92,B,Akam Associates,Debt consolidation,MASPETH,0,9/13/2013,0,0.114481184
13541,684430,873897,16443.00943,0.1677,704,700,12880.06,0,445.13,E,Greyhound Lines Inc,Credit Debt Payoff,Dorchester Center,0,9/10/2013,0,0.11446019
24593,1046826,1277678,15075,0.1527,684,680,10457.2,0,524.58,C,Swift Transportation,Debt Consolidation Loan,SALAMANCA,0,9/12/2013,0,0.114437495
20842,879175,614884,14495.31776,0.079,784,780,6959.11,0,303.43,A,RBM of Atlanta,Getting it all together,sugar hill,0,9/23/2013,0,0.11442307
13129,673608,860989,11900,0.1074,744,740,7712.4,0,257.2,B,Geller & Company LLC,Engagement Ring ,Cliffside Park,0,9/26/2013,0,0.114391452
22834,1001046,1226814,5150,0.079,784,780,3380.37,0,161.15,A,Walmart Information Systems Division,Debt Consolidation 2011,Fayetteville,0,9/6/2013,0,0.114382668
22860,1001623,1227426,9500,0.1171,699,695,6925.59,0,330.76,B,Federal Law Enforcement Training Center,Cut 'em up!,Kingsland,0,9/7/2013,0,0.114338471
23916,1031978,1261408,12000,0.1171,709,705,7917.4,0,396.92,B,Broward College,Credit Card Loan,LAUDERHILL,0,9/15/2013,0,0.114310098
19842,854309,1066547,4400,0.0599,754,750,3076.48,0,133.84,A,Family Worship Center Church,Lendingclub,Baton Rouge,0,9/30/2013,0,0.114287524
8172,557245,717476,4000,0.1112,739,735,4717.93,0,160.93,B,"NY 4 Pretzels, INC",Capital One,Jackson Heights,0,null,0,0.114268368
